ATTEMPT_INDEX	ORDINAL	SAMPLE_CLASS	STRATUM	NODE_ID	LIOUVILLE_CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	MANIFEST_ROW_SHA256	CELL_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	CORE_RECEIPT_SHA256	PHYSICAL_SHA256	REFERENCE_PHYSICAL_SHA256	INITIAL_HULL_SHA256	MUTATION_TESTS	MUTATIONS_REJECTED	ALL_FINITE	DETERMINANT_JOINT_COMPATIBLE	C1_DET	C2_HULL_DET	LIOUVILLE_DET	CHART_TUPLE	PROBE_PASS	CERTIFICATE_PASS	SUBDIVISION_REQUIRED
104	35	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000192_S08-0000000064	C0HORect2Set	VERIFIED_COMPLETE	0	5794	9a543f3f06ee060f579ef47f808ebdbba9d237cd1cb6d692046057ff84856d7f	5cddc481370c411f5fa4690d3ea33eea5fd4b7aa8ea143328910d00290ef5954	d1f51e53ca914496a3c917c057f5fe0e37714dee9ddcb165b4593c1f7cd46f59	4400147c4dde7df74d28d818add02ffb2386215b7f4c3b4b522d77ef44b2dc00	57c84b6102b864090ca9ef49277da24f69fe4eb057c8968abeb5536c9f11df8b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	045d603dfbb22e6e41e1ffba90206b9ef0cfd73dd68f180bdfe59a6146ab5244	070e137274554b57fc3be3d0670d391ebdbe69fb9761fd81d1a8838ac3a270f7	ca3fb080d871796d765f6f25a13ded277d8712ba5de3946a6c6b24afb450be90	7f77b26e1c3a0e3154aff2c0a3d90ab855f4e86c8249843e161ac37618ea9d25	4840221dd8a6209917abcd88e62afaedf1aaea1b4e7c02f2d4c9fe504a53cf0b	93	93	true	true	[-0x1.e2564684d39c4p-19,0x1.e3dc1d98d686dp-19]	[-0x1.e2564684d39c4p-19,0x1.e3dc1d98d686dp-19]	[-0x1.fedc97610a7b3p-36,-0x1.fe92f4e3ed835p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
105	35	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000192_S08-0000000064	C0Rect2Set	VERIFIED_COMPLETE	0	5580	9a543f3f06ee060f579ef47f808ebdbba9d237cd1cb6d692046057ff84856d7f	5cddc481370c411f5fa4690d3ea33eea5fd4b7aa8ea143328910d00290ef5954	d1f51e53ca914496a3c917c057f5fe0e37714dee9ddcb165b4593c1f7cd46f59	50dba0e3b904feceeeda303b9eae78008f24f620d89dab1c85b148c1e8843196	ed354ac8e9c48d76edfdcf5ca9cc73e293c9e53eea779ee33fc292a8e1923244	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ed554d3af30e25d76eecd0f566e9e3c82690a1911f9381f1f9158cd795783485	9184c4fa2ad3b103f0bb7bcb45fdd03ee9e0b5cd451fafaee5e188e7ca843d7a	38a54cfc2b6da421d2b4e190912553fbf9020d96bf9e3ac5c507afedd25abf11	7f77b26e1c3a0e3154aff2c0a3d90ab855f4e86c8249843e161ac37618ea9d25	4840221dd8a6209917abcd88e62afaedf1aaea1b4e7c02f2d4c9fe504a53cf0b	93	93	true	true	[-0x1.e2564684d39c4p-19,0x1.e3dc1d98d686dp-19]	[-0x1.e2564684d39c4p-19,0x1.e3dc1d98d686dp-19]	[-0x1.fedca05c94066p-36,-0x1.fe92ebe991925p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
106	36	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000192_S08-0000000192	C0HOTripletonSet	VERIFIED_COMPLETE	0	5934	1da8d07d88864eee425c0fd28d9bd38b78fe17d3aa5bb9ad03bb4a38b48f95ed	74491aa547a2f83c974253a842d5543ca1eb7ce508922bd59680944e63a74e62	b7d7154af779325d8dc67fa4ac7e9b19133af6ad86df796b21b5e7d7a3772b8e	3bafb02aa2f4f9832bdc7425b350fa2cc74b084f8aa9e7d38bbecb4e749ea14a	0c63c1cbfecff2c8441ea1fb1ba554aa8f6a1f3fb4f8ae97fd9b94fe112b1154	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6f527107c93575d271f02673f166f80649390245ed346afdc3aae43e0eaf71b0	20767abf21846065b8d6d2648b248fc159ba10013c1b9b7efbbf739bc1d1b416	951f2500007f64f4a2d9a096d2746e75bf1e4f33b1d1f58fffeed9c3a0742262	2447cef95dcdc250626b549ef7b696dbd08a85eb327a6c303f7309dfc0cbba05	4d364635d9a648bf28648e7239718bf4ba90af5382d2e5f2292e07787d9bd210	93	93	true	true	[-0x1.e76643ca51e4ap-19,0x1.e5ebf440db5bp-19]	[-0x1.e76643ca51e4ap-19,0x1.e5ebf440db5bp-19]	[-0x1.f0ac07168eb73p-36,-0x1.f063df06544dbp-36]	X:-1,Y:+1,PLUS:-1,PLUS:-1	true	false	true
107	36	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000192_S08-0000000192	C0HORect2Set	VERIFIED_COMPLETE	0	5806	1da8d07d88864eee425c0fd28d9bd38b78fe17d3aa5bb9ad03bb4a38b48f95ed	74491aa547a2f83c974253a842d5543ca1eb7ce508922bd59680944e63a74e62	b7d7154af779325d8dc67fa4ac7e9b19133af6ad86df796b21b5e7d7a3772b8e	5ccb3bd495ffbc5c10248f99f0fb4826892947f4bb13f464c02f8d2f6977bae8	6c6f5c59c88b5f9d21a873fe226c616a8c02e10690a1e22b7ab2f262db110e42	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3b6b03b516116c787f7786aae33b810f21903f44e62dcb78cd58fb4de831b1f5	73f8e05f8d9d666724d95f59b3ae5c53c464c595a3aa027f23ce4149ef8ee273	dfd1e934b835932274199c1a9a8db16cb241b8b4918606992986dd3d71da1d98	2447cef95dcdc250626b549ef7b696dbd08a85eb327a6c303f7309dfc0cbba05	4d364635d9a648bf28648e7239718bf4ba90af5382d2e5f2292e07787d9bd210	93	93	true	true	[-0x1.e76643ca51e4ap-19,0x1.e5ebf440db5bp-19]	[-0x1.e76643ca51e4ap-19,0x1.e5ebf440db5bp-19]	[-0x1.f0ac071a2a736p-36,-0x1.f063df02ba283p-36]	X:-1,Y:+1,PLUS:-1,PLUS:-1	true	false	true
108	36	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U8_S8	U08-0000000192_S08-0000000192	C0Rect2Set	VERIFIED_COMPLETE	0	5743	1da8d07d88864eee425c0fd28d9bd38b78fe17d3aa5bb9ad03bb4a38b48f95ed	74491aa547a2f83c974253a842d5543ca1eb7ce508922bd59680944e63a74e62	b7d7154af779325d8dc67fa4ac7e9b19133af6ad86df796b21b5e7d7a3772b8e	c9313d176f87247b4bea4290389d5106b29454b7fa7f84fbafb952ea6ca6a3ec	5901bd0bfab1665819759b1b5fdee335c3f147df5706c61638e52e552908e092	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3ea2ec684cff3d5e6e118c6059d09457e54bb0966ea95b2d3adc0abfe4ae8c96	83a02d81cc0ccee7e97af93f69a6e53d9d78084ad54ac8914db6fa2fdd3a656c	3a686bfe263378e8ea702d6040effe0cbe096033a42adff3a1d85bee4a8125ea	2447cef95dcdc250626b549ef7b696dbd08a85eb327a6c303f7309dfc0cbba05	4d364635d9a648bf28648e7239718bf4ba90af5382d2e5f2292e07787d9bd210	93	93	true	true	[-0x1.e76643ca51e4ap-19,0x1.e5ebf440db5bp-19]	[-0x1.e76643ca51e4ap-19,0x1.e5ebf440db5bp-19]	[-0x1.f0ac0ffebdea3p-36,-0x1.f063d61f5509fp-36]	X:-1,Y:+1,PLUS:-1,PLUS:-1	true	false	true
109	37	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U12_S12	U12-0000001024_S12-0000001024	C0HOTripletonSet	VERIFIED_COMPLETE	0	5955	3c1b1668641d08132620ab82b37ad1cc5e90b37d0de97f90a10f28f01fffd5e1	ff1702d76274553f668f9d813204a5decd599e25864d70f2965acb6ccdb162ee	ca60d9f419a786fa63a06870476395d8538bb2bc4132680c5dfa362e45e32623	b20b38576d77eafc66223ae0932e997feaf057e69db1b06d2b490ff2367dbd86	9047afbe476fe0b4e3b8f0e205411b7958e2e0eb036f6792ab950690ed2dda3d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7e4895397b32c9d287a8a76881e746d412b42c5fa4a80bcf7a2460e76ce7622d	38670e6c8683a7a00749be8c4b9a9645d21fa4464ae1ea16f27a6a1e8d056d0b	d06114ca7a288549f7e22d8cfae3b1fbbaaaf8585ac858a720470ce6b37083cf	c47f3e035b73ff6d2d10bc060364f80a30732c71b0011ae9a9adaf291e0d8c13	ca2de83a62cbdd83ac84b5d4604752445d86ddec028dde5404b8cfb9a2950819	93	93	true	true	[-0x1.d9d23d62697d1p-23,0x1.d9ca46ea836c1p-23]	[-0x1.d9d23d62697d1p-23,0x1.d9ca46ea836c1p-23]	[-0x1.ffb08ca3e64bcp-36,-0x1.ffac0cca47106p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
110	37	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U12_S12	U12-0000001024_S12-0000001024	C0HORect2Set	VERIFIED_COMPLETE	0	5808	3c1b1668641d08132620ab82b37ad1cc5e90b37d0de97f90a10f28f01fffd5e1	ff1702d76274553f668f9d813204a5decd599e25864d70f2965acb6ccdb162ee	ca60d9f419a786fa63a06870476395d8538bb2bc4132680c5dfa362e45e32623	0db389d1b5ff6cb417bac58355670ed173f54df3f3251e18b7f16ebd0c61517e	bf46ff3f6d46900caa32b329aace46372a357ffa5293c2ce47c27b04ca995e2c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8d6509cc9bf95463e7380faeaa26f20528c5b8c653c7d4f2eb9848c03b19af29	c504cf64a2d1014a383c36645e1eee7f14661648ae5a92600556546873ce00a6	16fdaf26779ab8ea8da7d93af3d704a8de6bf8d1af09dc0fd6366e458fd6aeae	c47f3e035b73ff6d2d10bc060364f80a30732c71b0011ae9a9adaf291e0d8c13	ca2de83a62cbdd83ac84b5d4604752445d86ddec028dde5404b8cfb9a2950819	93	93	true	true	[-0x1.d9d23d62697d1p-23,0x1.d9ca46ea836c1p-23]	[-0x1.d9d23d62697d1p-23,0x1.d9ca46ea836c1p-23]	[-0x1.ffb08ca3e9593p-36,-0x1.ffac0cca4406ep-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
111	37	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U12_S12	U12-0000001024_S12-0000001024	C0Rect2Set	VERIFIED_COMPLETE	0	5576	3c1b1668641d08132620ab82b37ad1cc5e90b37d0de97f90a10f28f01fffd5e1	ff1702d76274553f668f9d813204a5decd599e25864d70f2965acb6ccdb162ee	ca60d9f419a786fa63a06870476395d8538bb2bc4132680c5dfa362e45e32623	e70c4982915d596f3a8c19ed8efb0d6d57f7ec879adaf10723d2d62d804c92a3	f9d2d7effa2ae35e4036899a8ccde5af0beb6f201334c7560c3cb6c10fcbf180	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3aefa6cdec209d49ce436367030dc80ee6ae80e213636207300534d3a6316c27	62c234898208e6751450b5c614791dad89e47c34f42b150f3073fb2ba9b143ac	f4e7e74b4bd55c28ed2143f6b170418f6d7143cbcea109e750779ce257699bd4	c47f3e035b73ff6d2d10bc060364f80a30732c71b0011ae9a9adaf291e0d8c13	ca2de83a62cbdd83ac84b5d4604752445d86ddec028dde5404b8cfb9a2950819	93	93	true	true	[-0x1.d9d23d62697d1p-23,0x1.d9ca46ea836c1p-23]	[-0x1.d9d23d62697d1p-23,0x1.d9ca46ea836c1p-23]	[-0x1.ffb08ca4b15dp-36,-0x1.ffac0cc97bec1p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
112	38	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U13_S14	U13-0000001024_S14-0000002048	C0HOTripletonSet	VERIFIED_COMPLETE	0	5942	74c728b34c5ba03dab2841cdae56f6e6c0b6fe26bc26981d87a50307ef60ecbd	e814a6b4286bf5950c8b88607611e6ebbffce32bbe5a6d9ffeb1b79cad096656	061316c745a4762d85317e2e33eef9db1d1f27a900da8d620f74f239a720dc74	9c8c0701c357772f360567e707784d0514572d95466bca17155e7a2de50df4e7	1db528ebacfdfba13c6d0bcc5ba5fef8c5496dfa7b7c75b761a1517445cbe8d4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2820c67f7fc41294b64814dda2097822db1be16a0ae1e9b173201c3320f8d598	112c13a50555a6e9fd7d52577baa26d4efe338acb6edf5c4d2f83d0ccdc343ab	874f0725da8249ed54b766414721cd7d9e56e8f4963ddb32acf3ff560de6953f	c93e752d021509598dca4891a644ee33bd594e86847965b862fc870512065656	f2d7da988a2a4c0704357e138ea7d621d1a0a975258d874fdc0442ab206edbe3	93	93	true	true	[-0x1.2f91eca1b97c1p-24,0x1.2f5378b579481p-24]	[-0x1.2f91eca1b97c1p-24,0x1.2f5378b579481p-24]	[-0x1.01bfa21900c71p-35,-0x1.01beeacde1d09p-35]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	true	false
113	38	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U13_S14	U13-0000001024_S14-0000002048	C0HORect2Set	VERIFIED_COMPLETE	0	5784	74c728b34c5ba03dab2841cdae56f6e6c0b6fe26bc26981d87a50307ef60ecbd	e814a6b4286bf5950c8b88607611e6ebbffce32bbe5a6d9ffeb1b79cad096656	061316c745a4762d85317e2e33eef9db1d1f27a900da8d620f74f239a720dc74	367f86180c1d1dbc7b0192000f3c2f48b58ed5b6a093d42dc8c9c3d730e38fd1	cf4317322eec9dddfd7522b9e55f521917b8a321000bbfaeb88a6c5a88945206	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	46477e6ff83572b24f8e53759cb6528fd5271e941cc92cc47caf70a9eb2628f9	4aedbac6feba8703f030f006d978d6d73ffd7f429183f399a26da0f789314957	dd2c6a816f637f41aa8cbf1ff46c4b66bbf81d88db90765d682d3e884ad130c6	c93e752d021509598dca4891a644ee33bd594e86847965b862fc870512065656	f2d7da988a2a4c0704357e138ea7d621d1a0a975258d874fdc0442ab206edbe3	93	93	true	true	[-0x1.2f91eca1b97c1p-24,0x1.2f5378b579481p-24]	[-0x1.2f91eca1b97c1p-24,0x1.2f5378b579481p-24]	[-0x1.01bfa21900cc7p-35,-0x1.01beeacde1cd5p-35]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	true	false
114	38	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U13_S14	U13-0000001024_S14-0000002048	C0Rect2Set	VERIFIED_COMPLETE	0	5558	74c728b34c5ba03dab2841cdae56f6e6c0b6fe26bc26981d87a50307ef60ecbd	e814a6b4286bf5950c8b88607611e6ebbffce32bbe5a6d9ffeb1b79cad096656	061316c745a4762d85317e2e33eef9db1d1f27a900da8d620f74f239a720dc74	808158314ca326af9cd62f4755e931ecc9ca420cb04bf3295458c15beaa352bc	f0ad0c1c717b0f428ee761da2b96e834d56b51c01b1b12533f71b6c60c6a5836	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	57ebec189ea03d3daea1eed5a9c211fd959366c0fc7c18e7916885539d5bbbbf	f803bb255138aede607d7000fd5101dddbf22e67f903d2533e8e9b69d1d06a88	6278eec79c2296e8ebcdbfc84f5a90359e1dfe4e52909cb317c451eeda055676	c93e752d021509598dca4891a644ee33bd594e86847965b862fc870512065656	f2d7da988a2a4c0704357e138ea7d621d1a0a975258d874fdc0442ab206edbe3	93	93	true	true	[-0x1.2f91eca1b97c1p-24,0x1.2f5378b579481p-24]	[-0x1.2f91eca1b97c1p-24,0x1.2f5378b579481p-24]	[-0x1.01bfa21900cc7p-35,-0x1.01beeacde1cd5p-35]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	true	false
115	39	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U14_S13	U14-0000004096_S13-0000002048	C0HOTripletonSet	VERIFIED_COMPLETE	0	6009	a03964e7086bc27aa23d72305402377451dab3862b088dc54d9bbcb4a06d878b	becf938416a2d3e2cdb5b7c2cb5eb57d9abac239ed18e0f1a061888e7c2e47af	19c4dc1461ab46de7cf43fc217bb5681add7c21bd2ce3c0c6d756ed7ece0c20e	519bb73bf1766661abd5722c6bc0ffac169beee3d0f717f24349ddd5d7914ac9	1a638aa60f32f70f8af846451d27fbb49c1042c6b723b4e6cee2eb966dafaa5f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ab6e682334c60fb998b885ded238717b3f9f408fe0ea56f3cdafea39e41570c8	5a7704b9d359542201e6ee337d7e978d7417ea56b35c6dacbdd71c5a13d284f3	f70cba2071fec3e2d2ee86b78b6e870b7544f5a8304c9398bad260ffcf687035	d67ca57c16ee9f1058eeebd711f1c076b809d9bf8982bf6afbea529e3cf6be21	ffa3c74777ee3f130973ecedecdfd8e32b8f57f65b24165f815e89fce2ce91fc	93	93	true	true	[-0x1.7c397014e49c1p-24,0x1.7c018f0716fe1p-24]	[-0x1.7c397014e49c1p-24,0x1.7c018f0716fe1p-24]	[-0x1.ffafc34b0838ap-36,-0x1.ffadd0cc5b5f8p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
116	39	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U14_S13	U14-0000004096_S13-0000002048	C0HORect2Set	VERIFIED_COMPLETE	0	5779	a03964e7086bc27aa23d72305402377451dab3862b088dc54d9bbcb4a06d878b	becf938416a2d3e2cdb5b7c2cb5eb57d9abac239ed18e0f1a061888e7c2e47af	19c4dc1461ab46de7cf43fc217bb5681add7c21bd2ce3c0c6d756ed7ece0c20e	86c47bd32b4e09caa8335de44469e1ad47711718af33b4adc930143a4b43cc81	357ce67aa0ca21fa6be545337a09bb6568457c73f10c4f374b3ecfcd555f4fa7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1ce71a463d22076e82f7dbb7afa1aae15c996cf51f52317f3e5094edd68d61d2	155ccb814bd79f0e29162167a0ee3bdd01925601d1798217a3d28ba134253b26	8038a42161e40371fbdc5ab2afa6fa703259cb4fb659bc986d903bb371729250	d67ca57c16ee9f1058eeebd711f1c076b809d9bf8982bf6afbea529e3cf6be21	ffa3c74777ee3f130973ecedecdfd8e32b8f57f65b24165f815e89fce2ce91fc	93	93	true	true	[-0x1.7c397014e49c1p-24,0x1.7c018f0716fe1p-24]	[-0x1.7c397014e49c1p-24,0x1.7c018f0716fe1p-24]	[-0x1.ffafc34b07c5dp-36,-0x1.ffadd0cc5bf1ep-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
117	39	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U14_S13	U14-0000004096_S13-0000002048	C0Rect2Set	VERIFIED_COMPLETE	0	5582	a03964e7086bc27aa23d72305402377451dab3862b088dc54d9bbcb4a06d878b	becf938416a2d3e2cdb5b7c2cb5eb57d9abac239ed18e0f1a061888e7c2e47af	19c4dc1461ab46de7cf43fc217bb5681add7c21bd2ce3c0c6d756ed7ece0c20e	78117dd973aacaac862850290d393085bab01bd0aedbd137c3c1eec8cfb77246	cfc2cbd47cce4ba321dd9cd932974595a2fbffc75106da85f1197cc93fd85f02	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	cc720872ad8a65ff671ba07c3a63053f08955d999bdcc2040804441775ec2097	cc170c0fc483df6d14071789d17b67fb575af00a874b402834e2fe3763e47fd5	2e98b5650561bf4ab611a1cc907263f76f00d96ee234a743961ea5c419a430da	d67ca57c16ee9f1058eeebd711f1c076b809d9bf8982bf6afbea529e3cf6be21	ffa3c74777ee3f130973ecedecdfd8e32b8f57f65b24165f815e89fce2ce91fc	93	93	true	true	[-0x1.7c397014e49c1p-24,0x1.7c018f0716fe1p-24]	[-0x1.7c397014e49c1p-24,0x1.7c018f0716fe1p-24]	[-0x1.ffafc34b26dep-36,-0x1.ffadd0cc3cb39p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
118	40	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U16_S12	U16-0000016384_S12-0000001024	C0HOTripletonSet	VERIFIED_COMPLETE	0	6033	0371d8d86067aea24d1eddebf14d267bfe90445b396fade88fa238246d675e67	82d7016527335dd258a587d1dca05262b4fb503e0979e9bd2cc1e41ab1f95446	6010ed18970e2b8f003c6c4bd6c2082a131012fc885781e885abaa7239e76cc2	aed9da39fb937cc5b52c7000b44556e30cecfe73d5538f54aeff88f7c3177e0a	fc646cc1c45d3b09809510deccb7184f5534505b51b73458b08fb2c3771f32ad	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	96ffe653fa650578a7cca17eb1c5d45875332ae9840799c50767a49d923c53c6	5f5af2a445f661eb70839d0dbe80571c2c7da381f77c8edb2a21768d9c526341	763e59f6ef21c0f72ec1ea6c34ead25f6f36fbc72f1c6b9fbcd01974b16e7825	eef78addd4762322e17b00275288dcf432c725d2ea6f8284016b1dd438d387b5	3418ff7e5b5a68a3fd07f0339c4c0d8e0fa2803542b0af0c9bca924544d71ecd	93	93	true	true	[-0x1.2a32c1281b971p-23,0x1.2a1c23546e211p-23]	[-0x1.2a32c1281b971p-23,0x1.2a1c23546e211p-23]	[-0x1.ffb0099c2f39p-36,-0x1.ffacab0613901p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
119	40	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U16_S12	U16-0000016384_S12-0000001024	C0HORect2Set	VERIFIED_COMPLETE	0	5780	0371d8d86067aea24d1eddebf14d267bfe90445b396fade88fa238246d675e67	82d7016527335dd258a587d1dca05262b4fb503e0979e9bd2cc1e41ab1f95446	6010ed18970e2b8f003c6c4bd6c2082a131012fc885781e885abaa7239e76cc2	eff90d4f2865c9246d90a431149fa0eea70af6cfa85d79384f961d323fdc1968	c1291c762a2471cb802b2bd0c50aa807475c861255bb862f0a51efb7de03cdf4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7964e86d7e7ffa4b0d3a5d83d236b50675d6ebdc8b0acea06ba3f84bd2d33016	f7bea40bd72243037aca355fd2f3bfd0f65e1d9ec4f452724a9d42dd92224125	cf216dc6e3d741594d25fb7b877b677b3f00d53ac267a345db4d2ab24a600a6f	eef78addd4762322e17b00275288dcf432c725d2ea6f8284016b1dd438d387b5	3418ff7e5b5a68a3fd07f0339c4c0d8e0fa2803542b0af0c9bca924544d71ecd	93	93	true	true	[-0x1.2a32c1281b971p-23,0x1.2a1c23546e211p-23]	[-0x1.2a32c1281b971p-23,0x1.2a1c23546e211p-23]	[-0x1.ffb0099c3245ap-36,-0x1.ffacab0610944p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
120	40	HPG_POSITIVE_CONTROL	HPG_POSITIVE_U16_S12	U16-0000016384_S12-0000001024	C0Rect2Set	VERIFIED_COMPLETE	0	5568	0371d8d86067aea24d1eddebf14d267bfe90445b396fade88fa238246d675e67	82d7016527335dd258a587d1dca05262b4fb503e0979e9bd2cc1e41ab1f95446	6010ed18970e2b8f003c6c4bd6c2082a131012fc885781e885abaa7239e76cc2	41f903ed5db24a5ed6b47d5718562e77d788b35e463b09aa9a604592132a1f3c	02e91bd57e3cdfbd1f2980a37b058ee2494e488c04e2655b6cf75e9567f4265e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3ce0223e88458536d81019cf00bf1faa307c097236751000384d51e9cd0209c4	0bc632c03331e3d29ba1cc4a4b65db3fa45a1af0a3af477cbd537164b06bd51e	6cfeb9043884b2bba041c54140ed1073830a7884722f399dec28847e7fda0053	eef78addd4762322e17b00275288dcf432c725d2ea6f8284016b1dd438d387b5	3418ff7e5b5a68a3fd07f0339c4c0d8e0fa2803542b0af0c9bca924544d71ecd	93	93	true	true	[-0x1.2a32c1281b971p-23,0x1.2a1c23546e211p-23]	[-0x1.2a32c1281b971p-23,0x1.2a1c23546e211p-23]	[-0x1.ffb0099d38dadp-36,-0x1.ffacab050a1b8p-36]	X:-1,X:-1,PLUS:-1,PLUS:-1	true	false	true
